date,actual,prediction,error,abs_error,ape_percent
2023-08-15,78726.0,71329.678935103,-7396.321064896998,7396.321064896998,9.395016976471556
2023-08-16,75776.0,72609.96516046325,-3166.0348395367473,3166.0348395367473,4.178149862142034
2023-08-17,64695.0,63696.3736301981,-998.6263698019029,998.6263698019029,1.5435912664068365
2023-08-18,61904.0,68291.48340304196,6387.483403041959,6387.483403041959,10.318369415614434
2023-08-19,79242.0,80026.88454253825,784.884542538246,784.884542538246,0.9904905763840464
2023-08-20,69909.0,80846.35871723836,10937.358717238356,10937.358717238356,15.645136845382362
2023-08-21,72695.0,70521.62409236668,-2173.3759076333226,2173.3759076333226,2.989718560607088
2023-08-23,71122.0,70031.00899149102,-1090.9910085089796,1090.9910085089796,1.5339712163732453
2023-08-24,67308.0,64051.815478550365,-3256.184521449635,3256.184521449635,4.837737745066909
2023-08-25,69529.0,67492.11691386497,-2036.8830861350289,2036.8830861350289,2.9295446304923543
2023-08-26,71073.0,77850.78669965958,6777.786699659584,6777.786699659584,9.536373446540296
2023-08-27,71073.0,75020.69187772731,3947.6918777273095,3947.6918777273095,5.554418524231859
2023-08-28,68263.0,68630.14018302479,367.14018302479235,367.14018302479235,0.5378318899327489
2023-08-29,64214.0,68201.8078403222,3987.8078403222025,3987.8078403222025,6.210184446261255
2023-08-30,71132.0,68167.49035136496,-2964.5096486350376,2964.5096486350376,4.167617455765391
2023-08-31,59808.0,62650.96340053066,2842.963400530658,2842.963400530658,4.753483481358109
2023-09-01,67193.0,66742.20058672104,-450.79941327896086,450.79941327896086,0.6709023458975799
2023-09-02,81655.0,76026.64647243936,-5628.353527560641,5628.353527560641,6.892846154626955
2023-09-03,81459.0,76295.40055003251,-5163.599449967485,5163.599449967485,6.338893737914147
2023-09-04,76555.0,69956.00741058966,-6598.992589410336,6598.992589410336,8.61993676364749
2023-09-05,71946.0,68801.90737965878,-3144.0926203412237,3144.0926203412237,4.370072860674983
2023-09-06,75804.0,69132.29982681123,-6671.700173188772,6671.700173188772,8.801250822105393
2023-09-07,58855.0,64156.78850915735,5301.788509157348,5301.788509157348,9.008221067296487
2023-09-08,68201.0,66626.10517802571,-1574.8948219742888,1574.8948219742888,2.3091960850636926
2023-09-09,78557.0,78143.42354202653,-413.57645797346777,413.57645797346777,0.5264667158540521
2023-09-10,84449.0,78582.91519337427,-5866.084806625731,5866.084806625731,6.9463046414116585
2023-09-11,66199.0,71952.90843238003,5753.908432380034,5753.908432380034,8.691835877248954
2023-09-12,70055.0,68256.66234950468,-1798.3376504953194,1798.3376504953194,2.567036828913453
2023-09-13,75059.0,69324.46321314131,-5734.536786858691,5734.536786858691,7.6400388852218795
2023-09-14,61296.0,63401.72021229483,2105.7202122948293,2105.7202122948293,3.4353305473356
2023-09-15,62357.0,65900.58382179054,3543.5838217905402,3543.5838217905402,5.682736215325529
2023-09-16,66590.0,72276.62227781313,5686.622277813134,5686.622277813134,8.539754133973771
2023-09-17,77441.0,76597.24949194281,-843.7505080571864,843.7505080571864,1.0895397890745036
2023-09-18,62745.0,68799.77007110641,6054.77007110641,6054.77007110641,9.649804878645964
2023-09-19,67267.0,67613.29667056976,346.2966705697618,346.2966705697618,0.5148091494637219
2023-09-20,64277.0,69714.67108690327,5437.671086903269,5437.671086903269,8.459746234116821
2023-09-21,66462.0,62464.07527505491,-3997.9247249450927,3997.9247249450927,6.015354224888045
2023-09-22,72650.0,67402.76005670223,-5247.239943297769,5247.239943297769,7.222628965310074
2023-09-23,66598.0,74889.35351192032,8291.353511920315,8291.353511920315,12.449853617106092
2023-09-25,72137.0,69181.90500718422,-2955.094992815779,2955.094992815779,4.09650386461286
2023-09-26,55747.0,69351.01262195114,13604.012621951144,13604.012621951144,24.40312953513399
2023-09-27,66336.0,66811.7242361261,475.72423612610146,475.72423612610146,0.7171433853806402
2023-09-28,54620.0,63126.79684518064,8506.796845180637,8506.796845180637,15.574509053790988
2023-09-29,66233.0,65625.48037790909,-607.5196220909129,607.5196220909129,0.9172461191413841
2023-09-30,87081.0,75576.768167638,-11504.231832361998,11504.231832361998,13.210955124954927
2023-10-01,88623.0,76973.53839817134,-11649.461601828662,11649.461601828662,13.144964176149152
2023-10-02,80551.0,73036.61887429867,-7514.381125701329,7514.381125701329,9.3287248149636
2023-10-03,79365.0,69869.1477717858,-9495.852228214193,9495.852228214193,11.964785772335656
2023-10-04,76526.0,69114.82556188043,-7411.174438119575,7411.174438119575,9.684518252776279
2023-10-05,68558.0,63761.98361888223,-4796.01638111777,4796.01638111777,6.995560519731862
2023-10-06,72104.0,67468.13988002078,-4635.860119979217,4635.860119979217,6.4294076888649965
2023-10-07,72309.0,77754.035587493,5445.035587492996,5445.035587492996,7.530232180631727
2023-10-08,70515.0,77793.48200978276,7278.482009782761,7278.482009782761,10.321891809945063
2023-10-09,68828.0,69156.34508498647,328.34508498647483,328.34508498647483,0.47705161414900155
2023-10-10,71361.0,68316.88481809307,-3044.1151819069346,3044.1151819069346,4.265796698346344
2023-10-11,72230.0,69216.03304887768,-3013.9669511223183,3013.9669511223183,4.172735637716071
2023-10-12,65937.0,63830.443686325234,-2106.556313674766,2106.556313674766,3.194801573736697
2023-10-13,59304.0,65776.23128607786,6472.231286077862,6472.231286077862,10.913650489137092
2023-10-14,67785.0,73248.99519254419,5463.995192544186,5463.995192544186,8.060773316433114
2023-10-15,60659.0,71745.29049525457,11086.290495254565,11086.290495254565,18.27641486878215
2023-10-16,73859.0,65340.30209122939,-8518.697908770613,8518.697908770613,11.53373036294915
2023-10-17,72123.0,68200.27756029362,-3922.7224397063837,3922.7224397063837,5.438934098285406
2023-10-18,68763.0,68442.14579954692,-320.85420045307546,320.85420045307546,0.46660878736104516
2023-10-19,66757.0,63093.020623499324,-3663.979376500676,3663.979376500676,5.488532103750432
2023-10-20,69821.0,65592.00058823054,-4228.999411769459,4228.999411769459,6.0569161309197215
